Barangay_No,Barangay,Month,Year,x,y,Dengue Cases
4,BUNAWAN,7,2018,8.3023,124.3028,0
4,BUNAWAN,7,2019,8.3023,124.3028,0
4,BUNAWAN,7,2020,8.3023,124.3028,0
4,BUNAWAN,7,2021,8.3023,124.3028,0
4,BUNAWAN,7,2016,8.3023,124.3028,0
4,BUNAWAN,7,2015,8.3023,124.3028,0
4,BUNAWAN,7,2014,8.3023,124.3028,0
4,BUNAWAN,8,2017,8.3023,124.3028,0
4,BUNAWAN,8,2018,8.3023,124.3028,0
4,BUNAWAN,8,2019,8.3023,124.3028,0
4,BUNAWAN,8,2020,8.3023,124.3028,0
4,BUNAWAN,8,2021,8.3023,124.3028,0
4,BUNAWAN,8,2016,8.3023,124.3028,0
4,BUNAWAN,8,2015,8.3023,124.3028,0
4,BUNAWAN,8,2014,8.3023,124.3028,0
4,BUNAWAN,9,2017,8.3023,124.3028,0
4,BUNAWAN,9,2018,8.3023,124.3028,0
4,BUNAWAN,9,2019,8.3023,124.3028,0
4,BUNAWAN,9,2020,8.3023,124.3028,0
4,BUNAWAN,9,2021,8.3023,124.3028,0
4,BUNAWAN,9,2016,8.3023,124.3028,0
4,BUNAWAN,9,2015,8.3023,124.3028,0
4,BUNAWAN,9,2014,8.3023,124.3028,0
4,BUNAWAN,10,2017,8.3023,124.3028,0
4,BUNAWAN,10,2018,8.3023,124.3028,0
4,BUNAWAN,10,2019,8.3023,124.3028,0
4,BUNAWAN,10,2020,8.3023,124.3028,0
4,BUNAWAN,10,2021,8.3023,124.3028,0
4,BUNAWAN,10,2016,8.3023,124.3028,0
4,BUNAWAN,10,2015,8.3023,124.3028,0
4,BUNAWAN,10,2014,8.3023,124.3028,0
4,BUNAWAN,11,2017,8.3023,124.3028,0
4,BUNAWAN,11,2018,8.3023,124.3028,0
4,BUNAWAN,11,2019,8.3023,124.3028,0
4,BUNAWAN,11,2020,8.3023,124.3028,0
4,BUNAWAN,11,2021,8.3023,124.3028,0
4,BUNAWAN,11,2016,8.3023,124.3028,0
4,BUNAWAN,11,2015,8.3023,124.3028,0
4,BUNAWAN,11,2014,8.3023,124.3028,0
4,BUNAWAN,12,2017,8.3023,124.3028,0
4,BUNAWAN,12,2018,8.3023,124.3028,0
4,BUNAWAN,12,2019,8.3023,124.3028,0
4,BUNAWAN,12,2020,8.3023,124.3028,0
4,BUNAWAN,12,2021,8.3023,124.3028,0
4,BUNAWAN,12,2016,8.3023,124.3028,0
4,BUNAWAN,12,2015,8.3023,124.3028,0
4,BUNAWAN,12,2014,8.3023,124.3028,0
5,BURU-UN,1,2017,8.1872,124.1688,0
5,BURU-UN,1,2018,8.1872,124.1688,0
5,BURU-UN,1,2019,8.1872,124.1688,4
5,BURU-UN,1,2020,8.1872,124.1688,3
5,BURU-UN,1,2021,8.1872,124.1688,1
5,BURU-UN,1,2016,8.1872,124.1688,0
5,BURU-UN,1,2015,8.1872,124.1688,0
5,BURU-UN,1,2014,8.1872,124.1688,0
5,BURU-UN,2,2017,8.1872,124.1688,0
5,BURU-UN,2,2018,8.1872,124.1688,1
5,BURU-UN,2,2019,8.1872,124.1688,2
5,BURU-UN,2,2020,8.1872,124.1688,0
