Barangay_No,Barangay,x,y,Year,Month,Dengue Cases,Temperature,Humidity,Rainfall,Predicted Cases (Hybrid)
42,UPPER HINAPLANON,8.2559,124.2689,2013,9,1,24.6,86.5,4.9,
43,VILLA VERDE,8.2331,124.2437,2013,9,2,24.6,86.5,4.9,
0,ABUNO,8.1846,124.2571,2013,10,0,24.0,88.0,10.4,
1,ACMAC,8.274,124.2649,2013,10,2,24.0,88.0,10.4,
2,BAGONG SILANG,8.2418,124.252,2013,10,1,24.0,88.0,10.4,
3,BONBONON,8.2667,124.2902,2013,10,0,24.0,88.0,10.4,
4,BUNAWAN,8.3023,124.3028,2013,10,0,24.0,88.0,10.4,
5,BURU-UN,8.1872,124.1688,2013,10,2,24.0,88.0,10.4,
6,DALIPUGA,8.3074,124.255,2013,10,1,24.0,88.0,10.4,
7,DEL CARMEN,8.2322,124.2578,2013,10,0,24.0,88.0,10.4,
8,DIGKILAAN,8.2492,124.3178,2013,10,0,24.0,88.0,10.4,
9,DITUCALAN,8.1751,124.1927,2013,10,0,24.0,88.0,10.4,
10,DULAG,8.204,124.3694,2013,10,0,24.0,88.0,10.4,
11,HINAPLANON,8.2467,124.2592,2013,10,1,24.0,88.0,10.4,
12,HINDANG,8.3177,124.3457,2013,10,0,24.0,88.0,10.4,
13,KABACSANAN,8.2815,124.3088,2013,10,0,24.0,88.0,10.4,
14,KALILANGAN,8.1747,124.3863,2013,10,0,24.0,88.0,10.4,
15,KIWALAN,8.2801,124.2668,2013,10,0,24.0,88.0,10.4,
16,LANIPAO,8.2266,124.3412,2013,10,0,24.0,88.0,10.4,
17,LUINAB,8.2472,124.2681,2013,10,0,24.0,88.0,10.4,
18,MAHAYAHAY,8.2219,124.2406,2013,10,1,24.0,88.0,10.4,
19,MAINIT,8.2976,124.3876,2013,10,0,24.0,88.0,10.4,
20,MANDULOG,8.2442,124.3057,2013,10,0,24.0,88.0,10.4,
21,MARIA CRISTINA,8.1989,124.1936,2013,10,3,24.0,88.0,10.4,
22,PALAO,8.2286,124.2532,2013,10,1,24.0,88.0,10.4,
23,PANOROGANAN,8.1743,124.425,2013,10,0,24.0,88.0,10.4,
24,POBLACION,8.2285,124.2344,2013,10,0,24.0,88.0,10.4,
25,PUGA-AN,8.2285,124.2742,2013,10,0,24.0,88.0,10.4,
26,ROGONGON,8.2395,124.4115,2013,10,0,24.0,88.0,10.4,
27,SAN MIGUEL,8.2387,124.2479,2013,10,1,24.0,88.0,10.4,
28,SAN ROQUE,8.2578,124.2619,2013,10,4,24.0,88.0,10.4,
29,SANTA ELENA,8.1948,124.2273,2013,10,0,24.0,88.0,10.4,
30,SANTA FILOMENA,8.2681,124.2593,2013,10,2,24.0,88.0,10.4,
31,SANTIAGO,8.2511,124.2444,2013,10,1,24.0,88.0,10.4,
32,SANTO ROSARIO,8.2436,124.2525,2013,10,0,24.0,88.0,10.4,
33,SARAY-TIBANGA,8.2436,124.2525,2013,10,0,24.0,88.0,10.4,
34,SUAREZ,8.1914,124.2173,2013,10,2,24.0,88.0,10.4,
35,TAMBACAN,8.2236,124.2347,2013,10,1,24.0,88.0,10.4,
36,TIBANGA,8.2402,124.241,2013,10,1,24.0,88.0,10.4,
37,TIPANOY,8.1902,124.2634,2013,10,1,24.0,88.0,10.4,
38,TOMINOBO PROPER,8.2104,124.2221,2013,10,1,24.0,88.0,10.4,
39,TOMINOBO UPPER,8.1688,124.2251,2013,10,0,24.0,88.0,10.4,
40,TUBOD,8.2117,124.241,2013,10,8,24.0,88.0,10.4,
41,UBALDO LAYA,8.224,124.2449,2013,10,0,24.0,88.0,10.4,
42,UPPER HINAPLANON,8.2559,124.2689,2013,10,0,24.0,88.0,10.4,
43,VILLA VERDE,8.2331,124.2437,2013,10,2,24.0,88.0,10.4,
0,ABUNO,8.1846,124.2571,2013,11,1,24.2,85.9,7.8,
1,ACMAC,8.274,124.2649,2013,11,0,24.2,85.9,7.8,
2,BAGONG SILANG,8.2418,124.252,2013,11,0,24.2,85.9,7.8,
3,BONBONON,8.2667,124.2902,2013,11,0,24.2,85.9,7.8,
4,BUNAWAN,8.3023,124.3028,2013,11,0,24.2,85.9,7.8,
5,BURU-UN,8.1872,124.1688,2013,11,1,24.2,85.9,7.8,
6,DALIPUGA,8.3074,124.255,2013,11,1,24.2,85.9,7.8,
7,DEL CARMEN,8.2322,124.2578,2013,11,0,24.2,85.9,7.8,
8,DIGKILAAN,8.2492,124.3178,2013,11,0,24.2,85.9,7.8,
9,DITUCALAN,8.1751,124.1927,2013,11,0,24.2,85.9,7.8,
10,DULAG,8.204,124.3694,2013,11,0,24.2,85.9,7.8,
11,HINAPLANON,8.2467,124.2592,2013,11,1,24.2,85.9,7.8,
12,HINDANG,8.3177,124.3457,2013,11,0,24.2,85.9,7.8,
13,KABACSANAN,8.2815,124.3088,2013,11,0,24.2,85.9,7.8,
14,KALILANGAN,8.1747,124.3863,2013,11,0,24.2,85.9,7.8,
15,KIWALAN,8.2801,124.2668,2013,11,1,24.2,85.9,7.8,
16,LANIPAO,8.2266,124.3412,2013,11,0,24.2,85.9,7.8,
17,LUINAB,8.2472,124.2681,2013,11,1,24.2,85.9,7.8,
18,MAHAYAHAY,8.2219,124.2406,2013,11,0,24.2,85.9,7.8,
19,MAINIT,8.2976,124.3876,2013,11,0,24.2,85.9,7.8,
20,MANDULOG,8.2442,124.3057,2013,11,0,24.2,85.9,7.8,
21,MARIA CRISTINA,8.1989,124.1936,2013,11,1,24.2,85.9,7.8,
22,PALAO,8.2286,124.2532,2013,11,2,24.2,85.9,7.8,
23,PANOROGANAN,8.1743,124.425,2013,11,0,24.2,85.9,7.8,
24,POBLACION,8.2285,124.2344,2013,11,2,24.2,85.9,7.8,
25,PUGA-AN,8.2285,124.2742,2013,11,0,24.2,85.9,7.8,
26,ROGONGON,8.2395,124.4115,2013,11,0,24.2,85.9,7.8,
27,SAN MIGUEL,8.2387,124.2479,2013,11,1,24.2,85.9,7.8,
28,SAN ROQUE,8.2578,124.2619,2013,11,0,24.2,85.9,7.8,
29,SANTA ELENA,8.1948,124.2273,2013,11,0,24.2,85.9,7.8,
30,SANTA FILOMENA,8.2681,124.2593,2013,11,2,24.2,85.9,7.8,
31,SANTIAGO,8.2511,124.2444,2013,11,0,24.2,85.9,7.8,
32,SANTO ROSARIO,8.2436,124.2525,2013,11,0,24.2,85.9,7.8,
33,SARAY-TIBANGA,8.2436,124.2525,2013,11,0,24.2,85.9,7.8,
34,SUAREZ,8.1914,124.2173,2013,11,2,24.2,85.9,7.8,
35,TAMBACAN,8.2236,124.2347,2013,11,2,24.2,85.9,7.8,
36,TIBANGA,8.2402,124.241,2013,11,0,24.2,85.9,7.8,
37,TIPANOY,8.1902,124.2634,2013,11,3,24.2,85.9,7.8,
38,TOMINOBO PROPER,8.2104,124.2221,2013,11,0,24.2,85.9,7.8,
39,TOMINOBO UPPER,8.1688,124.2251,2013,11,0,24.2,85.9,7.8,
40,TUBOD,8.2117,124.241,2013,11,5,24.2,85.9,7.8,
41,UBALDO LAYA,8.224,124.2449,2013,11,0,24.2,85.9,7.8,
42,UPPER HINAPLANON,8.2559,124.2689,2013,11,0,24.2,85.9,7.8,
43,VILLA VERDE,8.2331,124.2437,2013,11,1,24.2,85.9,7.8,
0,ABUNO,8.1846,124.2571,2013,12,0,24.4,84.0,3.5,
1,ACMAC,8.274,124.2649,2013,12,0,24.4,84.0,3.5,
2,BAGONG SILANG,8.2418,124.252,2013,12,1,24.4,84.0,3.5,
3,BONBONON,8.2667,124.2902,2013,12,0,24.4,84.0,3.5,
4,BUNAWAN,8.3023,124.3028,2013,12,1,24.4,84.0,3.5,
5,BURU-UN,8.1872,124.1688,2013,12,0,24.4,84.0,3.5,
6,DALIPUGA,8.3074,124.255,2013,12,0,24.4,84.0,3.5,
7,DEL CARMEN,8.2322,124.2578,2013,12,1,24.4,84.0,3.5,
8,DIGKILAAN,8.2492,124.3178,2013,12,0,24.4,84.0,3.5,
9,DITUCALAN,8.1751,124.1927,2013,12,0,24.4,84.0,3.5,
10,DULAG,8.204,124.3694,2013,12,0,24.4,84.0,3.5,
11,HINAPLANON,8.2467,124.2592,2013,12,1,24.4,84.0,3.5,
12,HINDANG,8.3177,124.3457,2013,12,0,24.4,84.0,3.5,
13,KABACSANAN,8.2815,124.3088,2013,12,0,24.4,84.0,3.5,
14,KALILANGAN,8.1747,124.3863,2013,12,0,24.4,84.0,3.5,
15,KIWALAN,8.2801,124.2668,2013,12,0,24.4,84.0,3.5,
16,LANIPAO,8.2266,124.3412,2013,12,0,24.4,84.0,3.5,
17,LUINAB,8.2472,124.2681,2013,12,2,24.4,84.0,3.5,
18,MAHAYAHAY,8.2219,124.2406,2013,12,2,24.4,84.0,3.5,
19,MAINIT,8.2976,124.3876,2013,12,0,24.4,84.0,3.5,
20,MANDULOG,8.2442,124.3057,2013,12,0,24.4,84.0,3.5,
21,MARIA CRISTINA,8.1989,124.1936,2013,12,2,24.4,84.0,3.5,
22,PALAO,8.2286,124.2532,2013,12,0,24.4,84.0,3.5,
23,PANOROGANAN,8.1743,124.425,2013,12,0,24.4,84.0,3.5,
24,POBLACION,8.2285,124.2344,2013,12,3,24.4,84.0,3.5,
25,PUGA-AN,8.2285,124.2742,2013,12,0,24.4,84.0,3.5,
26,ROGONGON,8.2395,124.4115,2013,12,0,24.4,84.0,3.5,
27,SAN MIGUEL,8.2387,124.2479,2013,12,0,24.4,84.0,3.5,
28,SAN ROQUE,8.2578,124.2619,2013,12,0,24.4,84.0,3.5,
29,SANTA ELENA,8.1948,124.2273,2013,12,0,24.4,84.0,3.5,
30,SANTA FILOMENA,8.2681,124.2593,2013,12,0,24.4,84.0,3.5,
31,SANTIAGO,8.2511,124.2444,2013,12,1,24.4,84.0,3.5,
32,SANTO ROSARIO,8.2436,124.2525,2013,12,0,24.4,84.0,3.5,
33,SARAY-TIBANGA,8.2436,124.2525,2013,12,0,24.4,84.0,3.5,
34,SUAREZ,8.1914,124.2173,2013,12,0,24.4,84.0,3.5,
35,TAMBACAN,8.2236,124.2347,2013,12,0,24.4,84.0,3.5,
36,TIBANGA,8.2402,124.241,2013,12,1,24.4,84.0,3.5,
37,TIPANOY,8.1902,124.2634,2013,12,0,24.4,84.0,3.5,
38,TOMINOBO PROPER,8.2104,124.2221,2013,12,1,24.4,84.0,3.5,
39,TOMINOBO UPPER,8.1688,124.2251,2013,12,0,24.4,84.0,3.5,
40,TUBOD,8.2117,124.241,2013,12,0,24.4,84.0,3.5,
41,UBALDO LAYA,8.224,124.2449,2013,12,0,24.4,84.0,3.5,
42,UPPER HINAPLANON,8.2559,124.2689,2013,12,0,24.4,84.0,3.5,
43,VILLA VERDE,8.2331,124.2437,2013,12,0,24.4,84.0,3.5,
0,ABUNO,8.1846,124.2571,2014,1,0,23.2,86.4,6.8,
1,ACMAC,8.274,124.2649,2014,1,3,23.2,86.4,6.8,
2,BAGONG SILANG,8.2418,124.252,2014,1,1,23.2,86.4,6.8,
3,BONBONON,8.2667,124.2902,2014,1,0,23.2,86.4,6.8,
4,BUNAWAN,8.3023,124.3028,2014,1,0,23.2,86.4,6.8,
5,BURU-UN,8.1872,124.1688,2014,1,1,23.2,86.4,6.8,
6,DALIPUGA,8.3074,124.255,2014,1,0,23.2,86.4,6.8,
7,DEL CARMEN,8.2322,124.2578,2014,1,1,23.2,86.4,6.8,
8,DIGKILAAN,8.2492,124.3178,2014,1,0,23.2,86.4,6.8,
9,DITUCALAN,8.1751,124.1927,2014,1,0,23.2,86.4,6.8,
10,DULAG,8.204,124.3694,2014,1,0,23.2,86.4,6.8,
11,HINAPLANON,8.2467,124.2592,2014,1,1,23.2,86.4,6.8,
12,HINDANG,8.3177,124.3457,2014,1,0,23.2,86.4,6.8,
13,KABACSANAN,8.2815,124.3088,2014,1,0,23.2,86.4,6.8,
14,KALILANGAN,8.1747,124.3863,2014,1,0,23.2,86.4,6.8,
15,KIWALAN,8.2801,124.2668,2014,1,0,23.2,86.4,6.8,
16,LANIPAO,8.2266,124.3412,2014,1,0,23.2,86.4,6.8,
17,LUINAB,8.2472,124.2681,2014,1,0,23.2,86.4,6.8,
18,MAHAYAHAY,8.2219,124.2406,2014,1,1,23.2,86.4,6.8,
19,MAINIT,8.2976,124.3876,2014,1,0,23.2,86.4,6.8,
20,MANDULOG,8.2442,124.3057,2014,1,0,23.2,86.4,6.8,
21,MARIA CRISTINA,8.1989,124.1936,2014,1,4,23.2,86.4,6.8,
22,PALAO,8.2286,124.2532,2014,1,1,23.2,86.4,6.8,
23,PANOROGANAN,8.1743,124.425,2014,1,0,23.2,86.4,6.8,
24,POBLACION,8.2285,124.2344,2014,1,1,23.2,86.4,6.8,
25,PUGA-AN,8.2285,124.2742,2014,1,1,23.2,86.4,6.8,
26,ROGONGON,8.2395,124.4115,2014,1,0,23.2,86.4,6.8,
27,SAN MIGUEL,8.2387,124.2479,2014,1,1,23.2,86.4,6.8,
28,SAN ROQUE,8.2578,124.2619,2014,1,0,23.2,86.4,6.8,
29,SANTA ELENA,8.1948,124.2273,2014,1,1,23.2,86.4,6.8,
30,SANTA FILOMENA,8.2681,124.2593,2014,1,0,23.2,86.4,6.8,
31,SANTIAGO,8.2511,124.2444,2014,1,1,23.2,86.4,6.8,
32,SANTO ROSARIO,8.2436,124.2525,2014,1,0,23.2,86.4,6.8,
33,SARAY-TIBANGA,8.2436,124.2525,2014,1,0,23.2,86.4,6.8,
34,SUAREZ,8.1914,124.2173,2014,1,0,23.2,86.4,6.8,
35,TAMBACAN,8.2236,124.2347,2014,1,1,23.2,86.4,6.8,
36,TIBANGA,8.2402,124.241,2014,1,0,23.2,86.4,6.8,
37,TIPANOY,8.1902,124.2634,2014,1,0,23.2,86.4,6.8,
38,TOMINOBO PROPER,8.2104,124.2221,2014,1,2,23.2,86.4,6.8,
39,TOMINOBO UPPER,8.1688,124.2251,2014,1,0,23.2,86.4,6.8,
40,TUBOD,8.2117,124.241,2014,1,9,23.2,86.4,6.8,
41,UBALDO LAYA,8.224,124.2449,2014,1,3,23.2,86.4,6.8,
42,UPPER HINAPLANON,8.2559,124.2689,2014,1,0,23.2,86.4,6.8,
43,VILLA VERDE,8.2331,124.2437,2014,1,2,23.2,86.4,6.8,
0,ABUNO,8.1846,124.2571,2014,2,1,23.7,82.4,2.3,
1,ACMAC,8.274,124.2649,2014,2,1,23.7,82.4,2.3,
2,BAGONG SILANG,8.2418,124.252,2014,2,2,23.7,82.4,2.3,
3,BONBONON,8.2667,124.2902,2014,2,0,23.7,82.4,2.3,
4,BUNAWAN,8.3023,124.3028,2014,2,0,23.7,82.4,2.3,
5,BURU-UN,8.1872,124.1688,2014,2,0,23.7,82.4,2.3,
6,DALIPUGA,8.3074,124.255,2014,2,0,23.7,82.4,2.3,
7,DEL CARMEN,8.2322,124.2578,2014,2,1,23.7,82.4,2.3,
8,DIGKILAAN,8.2492,124.3178,2014,2,0,23.7,82.4,2.3,
9,DITUCALAN,8.1751,124.1927,2014,2,0,23.7,82.4,2.3,
10,DULAG,8.204,124.3694,2014,2,0,23.7,82.4,2.3,
11,HINAPLANON,8.2467,124.2592,2014,2,1,23.7,82.4,2.3,
12,HINDANG,8.3177,124.3457,2014,2,0,23.7,82.4,2.3,
13,KABACSANAN,8.2815,124.3088,2014,2,0,23.7,82.4,2.3,
14,KALILANGAN,8.1747,124.3863,2014,2,0,23.7,82.4,2.3,
15,KIWALAN,8.2801,124.2668,2014,2,0,23.7,82.4,2.3,
16,LANIPAO,8.2266,124.3412,2014,2,0,23.7,82.4,2.3,
17,LUINAB,8.2472,124.2681,2014,2,1,23.7,82.4,2.3,
18,MAHAYAHAY,8.2219,124.2406,2014,2,0,23.7,82.4,2.3,
19,MAINIT,8.2976,124.3876,2014,2,0,23.7,82.4,2.3,
20,MANDULOG,8.2442,124.3057,2014,2,0,23.7,82.4,2.3,
21,MARIA CRISTINA,8.1989,124.1936,2014,2,4,23.7,82.4,2.3,
22,PALAO,8.2286,124.2532,2014,2,1,23.7,82.4,2.3,
23,PANOROGANAN,8.1743,124.425,2014,2,0,23.7,82.4,2.3,
24,POBLACION,8.2285,124.2344,2014,2,3,23.7,82.4,2.3,
25,PUGA-AN,8.2285,124.2742,2014,2,0,23.7,82.4,2.3,
26,ROGONGON,8.2395,124.4115,2014,2,0,23.7,82.4,2.3,
27,SAN MIGUEL,8.2387,124.2479,2014,2,6,23.7,82.4,2.3,
28,SAN ROQUE,8.2578,124.2619,2014,2,1,23.7,82.4,2.3,
29,SANTA ELENA,8.1948,124.2273,2014,2,1,23.7,82.4,2.3,
30,SANTA FILOMENA,8.2681,124.2593,2014,2,1,23.7,82.4,2.3,
31,SANTIAGO,8.2511,124.2444,2014,2,1,23.7,82.4,2.3,
32,SANTO ROSARIO,8.2436,124.2525,2014,2,0,23.7,82.4,2.3,
33,SARAY-TIBANGA,8.2436,124.2525,2014,2,1,23.7,82.4,2.3,
34,SUAREZ,8.1914,124.2173,2014,2,4,23.7,82.4,2.3,
35,TAMBACAN,8.2236,124.2347,2014,2,3,23.7,82.4,2.3,
36,TIBANGA,8.2402,124.241,2014,2,0,23.7,82.4,2.3,
37,TIPANOY,8.1902,124.2634,2014,2,0,23.7,82.4,2.3,
38,TOMINOBO PROPER,8.2104,124.2221,2014,2,0,23.7,82.4,2.3,
39,TOMINOBO UPPER,8.1688,124.2251,2014,2,1,23.7,82.4,2.3,
40,TUBOD,8.2117,124.241,2014,2,7,23.7,82.4,2.3,
41,UBALDO LAYA,8.224,124.2449,2014,2,1,23.7,82.4,2.3,
42,UPPER HINAPLANON,8.2559,124.2689,2014,2,0,23.7,82.4,2.3,
43,VILLA VERDE,8.2331,124.2437,2014,2,1,23.7,82.4,2.3,
0,ABUNO,8.1846,124.2571,2014,3,0,24.3,82.5,3.8,
1,ACMAC,8.274,124.2649,2014,3,0,24.3,82.5,3.8,
2,BAGONG SILANG,8.2418,124.252,2014,3,1,24.3,82.5,3.8,
3,BONBONON,8.2667,124.2902,2014,3,0,24.3,82.5,3.8,
4,BUNAWAN,8.3023,124.3028,2014,3,0,24.3,82.5,3.8,
5,BURU-UN,8.1872,124.1688,2014,3,3,24.3,82.5,3.8,
6,DALIPUGA,8.3074,124.255,2014,3,0,24.3,82.5,3.8,
7,DEL CARMEN,8.2322,124.2578,2014,3,0,24.3,82.5,3.8,
8,DIGKILAAN,8.2492,124.3178,2014,3,0,24.3,82.5,3.8,
9,DITUCALAN,8.1751,124.1927,2014,3,1,24.3,82.5,3.8,
10,DULAG,8.204,124.3694,2014,3,0,24.3,82.5,3.8,
11,HINAPLANON,8.2467,124.2592,2014,3,1,24.3,82.5,3.8,
12,HINDANG,8.3177,124.3457,2014,3,0,24.3,82.5,3.8,
13,KABACSANAN,8.2815,124.3088,2014,3,0,24.3,82.5,3.8,
14,KALILANGAN,8.1747,124.3863,2014,3,0,24.3,82.5,3.8,
15,KIWALAN,8.2801,124.2668,2014,3,0,24.3,82.5,3.8,
16,LANIPAO,8.2266,124.3412,2014,3,0,24.3,82.5,3.8,
17,LUINAB,8.2472,124.2681,2014,3,0,24.3,82.5,3.8,
18,MAHAYAHAY,8.2219,124.2406,2014,3,0,24.3,82.5,3.8,
19,MAINIT,8.2976,124.3876,2014,3,0,24.3,82.5,3.8,
20,MANDULOG,8.2442,124.3057,2014,3,0,24.3,82.5,3.8,
21,MARIA CRISTINA,8.1989,124.1936,2014,3,2,24.3,82.5,3.8,
22,PALAO,8.2286,124.2532,2014,3,1,24.3,82.5,3.8,
23,PANOROGANAN,8.1743,124.425,2014,3,0,24.3,82.5,3.8,
24,POBLACION,8.2285,124.2344,2014,3,3,24.3,82.5,3.8,
25,PUGA-AN,8.2285,124.2742,2014,3,0,24.3,82.5,3.8,
26,ROGONGON,8.2395,124.4115,2014,3,0,24.3,82.5,3.8,
27,SAN MIGUEL,8.2387,124.2479,2014,3,0,24.3,82.5,3.8,
28,SAN ROQUE,8.2578,124.2619,2014,3,1,24.3,82.5,3.8,
29,SANTA ELENA,8.1948,124.2273,2014,3,0,24.3,82.5,3.8,
30,SANTA FILOMENA,8.2681,124.2593,2014,3,2,24.3,82.5,3.8,
31,SANTIAGO,8.2511,124.2444,2014,3,1,24.3,82.5,3.8,
32,SANTO ROSARIO,8.2436,124.2525,2014,3,2,24.3,82.5,3.8,
33,SARAY-TIBANGA,8.2436,124.2525,2014,3,0,24.3,82.5,3.8,
34,SUAREZ,8.1914,124.2173,2014,3,0,24.3,82.5,3.8,
35,TAMBACAN,8.2236,124.2347,2014,3,2,24.3,82.5,3.8,
36,TIBANGA,8.2402,124.241,2014,3,2,24.3,82.5,3.8,
37,TIPANOY,8.1902,124.2634,2014,3,1,24.3,82.5,3.8,
38,TOMINOBO PROPER,8.2104,124.2221,2014,3,3,24.3,82.5,3.8,
39,TOMINOBO UPPER,8.1688,124.2251,2014,3,0,24.3,82.5,3.8,
40,TUBOD,8.2117,124.241,2014,3,9,24.3,82.5,3.8,
41,UBALDO LAYA,8.224,124.2449,2014,3,4,24.3,82.5,3.8,
42,UPPER HINAPLANON,8.2559,124.2689,2014,3,0,24.3,82.5,3.8,
43,VILLA VERDE,8.2331,124.2437,2014,3,2,24.3,82.5,3.8,
0,ABUNO,8.1846,124.2571,2014,4,0,25.1,81.4,2.0,
1,ACMAC,8.274,124.2649,2014,4,0,25.1,81.4,2.0,
2,BAGONG SILANG,8.2418,124.252,2014,4,0,25.1,81.4,2.0,
3,BONBONON,8.2667,124.2902,2014,4,0,25.1,81.4,2.0,
4,BUNAWAN,8.3023,124.3028,2014,4,0,25.1,81.4,2.0,
5,BURU-UN,8.1872,124.1688,2014,4,0,25.1,81.4,2.0,
6,DALIPUGA,8.3074,124.255,2014,4,0,25.1,81.4,2.0,
7,DEL CARMEN,8.2322,124.2578,2014,4,1,25.1,81.4,2.0,
8,DIGKILAAN,8.2492,124.3178,2014,4,0,25.1,81.4,2.0,
9,DITUCALAN,8.1751,124.1927,2014,4,0,25.1,81.4,2.0,
10,DULAG,8.204,124.3694,2014,4,0,25.1,81.4,2.0,
11,HINAPLANON,8.2467,124.2592,2014,4,0,25.1,81.4,2.0,
12,HINDANG,8.3177,124.3457,2014,4,0,25.1,81.4,2.0,
13,KABACSANAN,8.2815,124.3088,2014,4,0,25.1,81.4,2.0,
14,KALILANGAN,8.1747,124.3863,2014,4,0,25.1,81.4,2.0,
15,KIWALAN,8.2801,124.2668,2014,4,0,25.1,81.4,2.0,
16,LANIPAO,8.2266,124.3412,2014,4,0,25.1,81.4,2.0,
17,LUINAB,8.2472,124.2681,2014,4,1,25.1,81.4,2.0,
18,MAHAYAHAY,8.2219,124.2406,2014,4,1,25.1,81.4,2.0,
19,MAINIT,8.2976,124.3876,2014,4,0,25.1,81.4,2.0,
20,MANDULOG,8.2442,124.3057,2014,4,0,25.1,81.4,2.0,
21,MARIA CRISTINA,8.1989,124.1936,2014,4,1,25.1,81.4,2.0,
22,PALAO,8.2286,124.2532,2014,4,0,25.1,81.4,2.0,
23,PANOROGANAN,8.1743,124.425,2014,4,0,25.1,81.4,2.0,
24,POBLACION,8.2285,124.2344,2014,4,1,25.1,81.4,2.0,
25,PUGA-AN,8.2285,124.2742,2014,4,0,25.1,81.4,2.0,
26,ROGONGON,8.2395,124.4115,2014,4,0,25.1,81.4,2.0,
27,SAN MIGUEL,8.2387,124.2479,2014,4,1,25.1,81.4,2.0,
28,SAN ROQUE,8.2578,124.2619,2014,4,0,25.1,81.4,2.0,
29,SANTA ELENA,8.1948,124.2273,2014,4,0,25.1,81.4,2.0,
30,SANTA FILOMENA,8.2681,124.2593,2014,4,1,25.1,81.4,2.0,
31,SANTIAGO,8.2511,124.2444,2014,4,1,25.1,81.4,2.0,
32,SANTO ROSARIO,8.2436,124.2525,2014,4,0,25.1,81.4,2.0,
33,SARAY-TIBANGA,8.2436,124.2525,2014,4,0,25.1,81.4,2.0,
34,SUAREZ,8.1914,124.2173,2014,4,0,25.1,81.4,2.0,
35,TAMBACAN,8.2236,124.2347,2014,4,2,25.1,81.4,2.0,
36,TIBANGA,8.2402,124.241,2014,4,0,25.1,81.4,2.0,
37,TIPANOY,8.1902,124.2634,2014,4,0,25.1,81.4,2.0,
38,TOMINOBO PROPER,8.2104,124.2221,2014,4,0,25.1,81.4,2.0,
39,TOMINOBO UPPER,8.1688,124.2251,2014,4,0,25.1,81.4,2.0,
40,TUBOD,8.2117,124.241,2014,4,3,25.1,81.4,2.0,
41,UBALDO LAYA,8.224,124.2449,2014,4,1,25.1,81.4,2.0,
42,UPPER HINAPLANON,8.2559,124.2689,2014,4,1,25.1,81.4,2.0,
43,VILLA VERDE,8.2331,124.2437,2014,4,0,25.1,81.4,2.0,
0,ABUNO,8.1846,124.2571,2014,5,0,25.3,84.0,4.9,
1,ACMAC,8.274,124.2649,2014,5,1,25.3,84.0,4.9,
2,BAGONG SILANG,8.2418,124.252,2014,5,0,25.3,84.0,4.9,
3,BONBONON,8.2667,124.2902,2014,5,0,25.3,84.0,4.9,
4,BUNAWAN,8.3023,124.3028,2014,5,0,25.3,84.0,4.9,
5,BURU-UN,8.1872,124.1688,2014,5,0,25.3,84.0,4.9,
6,DALIPUGA,8.3074,124.255,2014,5,3,25.3,84.0,4.9,
7,DEL CARMEN,8.2322,124.2578,2014,5,1,25.3,84.0,4.9,
8,DIGKILAAN,8.2492,124.3178,2014,5,0,25.3,84.0,4.9,
9,DITUCALAN,8.1751,124.1927,2014,5,0,25.3,84.0,4.9,
10,DULAG,8.204,124.3694,2014,5,0,25.3,84.0,4.9,
11,HINAPLANON,8.2467,124.2592,2014,5,2,25.3,84.0,4.9,
12,HINDANG,8.3177,124.3457,2014,5,0,25.3,84.0,4.9,
13,KABACSANAN,8.2815,124.3088,2014,5,0,25.3,84.0,4.9,
14,KALILANGAN,8.1747,124.3863,2014,5,0,25.3,84.0,4.9,
15,KIWALAN,8.2801,124.2668,2014,5,0,25.3,84.0,4.9,
16,LANIPAO,8.2266,124.3412,2014,5,0,25.3,84.0,4.9,
17,LUINAB,8.2472,124.2681,2014,5,3,25.3,84.0,4.9,
18,MAHAYAHAY,8.2219,124.2406,2014,5,1,25.3,84.0,4.9,
19,MAINIT,8.2976,124.3876,2014,5,0,25.3,84.0,4.9,
20,MANDULOG,8.2442,124.3057,2014,5,0,25.3,84.0,4.9,
21,MARIA CRISTINA,8.1989,124.1936,2014,5,1,25.3,84.0,4.9,
22,PALAO,8.2286,124.2532,2014,5,3,25.3,84.0,4.9,
23,PANOROGANAN,8.1743,124.425,2014,5,0,25.3,84.0,4.9,
24,POBLACION,8.2285,124.2344,2014,5,5,25.3,84.0,4.9,
25,PUGA-AN,8.2285,124.2742,2014,5,1,25.3,84.0,4.9,
26,ROGONGON,8.2395,124.4115,2014,5,0,25.3,84.0,4.9,
27,SAN MIGUEL,8.2387,124.2479,2014,5,1,25.3,84.0,4.9,
28,SAN ROQUE,8.2578,124.2619,2014,5,1,25.3,84.0,4.9,
29,SANTA ELENA,8.1948,124.2273,2014,5,0,25.3,84.0,4.9,
30,SANTA FILOMENA,8.2681,124.2593,2014,5,0,25.3,84.0,4.9,
31,SANTIAGO,8.2511,124.2444,2014,5,1,25.3,84.0,4.9,
32,SANTO ROSARIO,8.2436,124.2525,2014,5,0,25.3,84.0,4.9,
33,SARAY-TIBANGA,8.2436,124.2525,2014,5,0,25.3,84.0,4.9,
34,SUAREZ,8.1914,124.2173,2014,5,1,25.3,84.0,4.9,
35,TAMBACAN,8.2236,124.2347,2014,5,6,25.3,84.0,4.9,
36,TIBANGA,8.2402,124.241,2014,5,2,25.3,84.0,4.9,
37,TIPANOY,8.1902,124.2634,2014,5,1,25.3,84.0,4.9,
