Barangay_No,Barangay,x,y,Year,Month,Dengue Cases
35,TIPANOY,8.1902,124.2634,2014,2,0
36,TOMINOBO PROPER,8.2104,124.2221,2014,2,0
37,TOMINOBO UPPER,8.1688,124.2251,2014,2,1
38,TUBOD,8.2117,124.2394,2014,2,7
39,UBALDO LAYA,8.224,124.2449,2014,2,1
40,UPPER HINAPLANON,8.2559,124.2689,2014,2,0
41,VILLA VERDE,8.2331,124.2437,2014,2,1
0,ABUNO,8.1846,124.2571,2014,3,0
1,ACMAC,8.274,124.2649,2014,3,0
2,BAGONG SILANG,8.2418,124.252,2014,3,1
3,BONBONON,8.2667,124.2902,2014,3,0
4,BUNAWAN,8.3023,124.3028,2014,3,0
5,BURU-UN,8.1872,124.1688,2014,3,3
6,DALIPUGA,8.3074,124.255,2014,3,0
7,DEL CARMEN,8.2322,124.2578,2014,3,0
8,DIGKILAAN,8.2492,124.3178,2014,3,0
9,DITUCALAN,8.1751,124.1927,2014,3,1
10,HINAPLANON,8.2467,124.2592,2014,3,1
11,HINDANG,8.3177,124.3457,2014,3,0
12,KABACSANAN,8.2815,124.3088,2014,3,0
13,KIWALAN,8.2801,124.2668,2014,3,0
14,LANIPAO,8.2266,124.3412,2014,3,0
15,LUINAB,8.2472,124.2681,2014,3,0
16,MAHAYAHAY,8.2219,124.2406,2014,3,0
17,MAINIT,8.2976,124.3876,2014,3,0
18,MANDULOG,8.2442,124.3057,2014,3,0
19,MARIA CRISTINA,8.1989,124.1936,2014,3,2
20,PALAO,8.2286,124.2532,2014,3,1
21,PANOROGANAN,8.1743,124.425,2014,3,0
22,POBLACION,8.2292,124.2344,2014,3,3
23,PUGA-AN,8.2122,124.2742,2014,3,0
24,ROGONGON,8.2395,124.4115,2014,3,0
25,SAN MIGUEL,8.2387,124.2479,2014,3,0
26,SAN ROQUE,8.2578,124.2619,2014,3,1
27,SANTA ELENA,8.1948,124.2273,2014,3,0
28,SANTA FILOMENA,8.2681,124.2593,2014,3,2
29,SANTIAGO,8.2511,124.2444,2014,3,1
30,SANTO ROSARIO,8.2436,124.2525,2014,3,2
31,SARAY-TIBANGA,8.2349,124.2371,2014,3,0
32,SUAREZ,8.1914,124.2173,2014,3,0
33,TAMBACAN,8.2236,124.2347,2014,3,2
34,TIBANGA,8.2402,124.2415,2014,3,2
35,TIPANOY,8.1902,124.2634,2014,3,1
36,TOMINOBO PROPER,8.2104,124.2221,2014,3,3
37,TOMINOBO UPPER,8.1688,124.2251,2014,3,0
38,TUBOD,8.2117,124.2394,2014,3,9
39,UBALDO LAYA,8.224,124.2449,2014,3,4
40,UPPER HINAPLANON,8.2559,124.2689,2014,3,0
41,VILLA VERDE,8.2331,124.2437,2014,3,2
0,ABUNO,8.1846,124.2571,2014,4,0
1,ACMAC,8.274,124.2649,2014,4,0
2,BAGONG SILANG,8.2418,124.252,2014,4,0
3,BONBONON,8.2667,124.2902,2014,4,0
4,BUNAWAN,8.3023,124.3028,2014,4,0
5,BURU-UN,8.1872,124.1688,2014,4,0
6,DALIPUGA,8.3074,124.255,2014,4,0
7,DEL CARMEN,8.2322,124.2578,2014,4,1
8,DIGKILAAN,8.2492,124.3178,2014,4,0
9,DITUCALAN,8.1751,124.1927,2014,4,0
10,HINAPLANON,8.2467,124.2592,2014,4,0
11,HINDANG,8.3177,124.3457,2014,4,0
12,KABACSANAN,8.2815,124.3088,2014,4,0
13,KIWALAN,8.2801,124.2668,2014,4,0
14,LANIPAO,8.2266,124.3412,2014,4,0
15,LUINAB,8.2472,124.2681,2014,4,1
16,MAHAYAHAY,8.2219,124.2406,2014,4,1
17,MAINIT,8.2976,124.3876,2014,4,0
18,MANDULOG,8.2442,124.3057,2014,4,0
19,MARIA CRISTINA,8.1989,124.1936,2014,4,1
20,PALAO,8.2286,124.2532,2014,4,0
21,PANOROGANAN,8.1743,124.425,2014,4,0
22,POBLACION,8.2292,124.2344,2014,4,1
23,PUGA-AN,8.2122,124.2742,2014,4,0
24,ROGONGON,8.2395,124.4115,2014,4,0
25,SAN MIGUEL,8.2387,124.2479,2014,4,1
26,SAN ROQUE,8.2578,124.2619,2014,4,0
27,SANTA ELENA,8.1948,124.2273,2014,4,0
28,SANTA FILOMENA,8.2681,124.2593,2014,4,1
29,SANTIAGO,8.2511,124.2444,2014,4,1
30,SANTO ROSARIO,8.2436,124.2525,2014,4,0
31,SARAY-TIBANGA,8.2349,124.2371,2014,4,0
32,SUAREZ,8.1914,124.2173,2014,4,0
33,TAMBACAN,8.2236,124.2347,2014,4,2
34,TIBANGA,8.2402,124.2415,2014,4,0
35,TIPANOY,8.1902,124.2634,2014,4,0
36,TOMINOBO PROPER,8.2104,124.2221,2014,4,0
37,TOMINOBO UPPER,8.1688,124.2251,2014,4,0
38,TUBOD,8.2117,124.2394,2014,4,3
39,UBALDO LAYA,8.224,124.2449,2014,4,1
40,UPPER HINAPLANON,8.2559,124.2689,2014,4,1
41,VILLA VERDE,8.2331,124.2437,2014,4,0
0,ABUNO,8.1846,124.2571,2014,5,0
1,ACMAC,8.274,124.2649,2014,5,1
2,BAGONG SILANG,8.2418,124.252,2014,5,0
3,BONBONON,8.2667,124.2902,2014,5,0
4,BUNAWAN,8.3023,124.3028,2014,5,0
5,BURU-UN,8.1872,124.1688,2014,5,0
6,DALIPUGA,8.3074,124.255,2014,5,3
7,DEL CARMEN,8.2322,124.2578,2014,5,1
8,DIGKILAAN,8.2492,124.3178,2014,5,0
9,DITUCALAN,8.1751,124.1927,2014,5,0
10,HINAPLANON,8.2467,124.2592,2014,5,2
11,HINDANG,8.3177,124.3457,2014,5,0
12,KABACSANAN,8.2815,124.3088,2014,5,0
13,KIWALAN,8.2801,124.2668,2014,5,0
14,LANIPAO,8.2266,124.3412,2014,5,0
15,LUINAB,8.2472,124.2681,2014,5,3
16,MAHAYAHAY,8.2219,124.2406,2014,5,1
17,MAINIT,8.2976,124.3876,2014,5,0
18,MANDULOG,8.2442,124.3057,2014,5,0
19,MARIA CRISTINA,8.1989,124.1936,2014,5,1
20,PALAO,8.2286,124.2532,2014,5,3
21,PANOROGANAN,8.1743,124.425,2014,5,0
22,POBLACION,8.2292,124.2344,2014,5,5
23,PUGA-AN,8.2122,124.2742,2014,5,1
24,ROGONGON,8.2395,124.4115,2014,5,0
25,SAN MIGUEL,8.2387,124.2479,2014,5,1
26,SAN ROQUE,8.2578,124.2619,2014,5,1
27,SANTA ELENA,8.1948,124.2273,2014,5,0
28,SANTA FILOMENA,8.2681,124.2593,2014,5,0
29,SANTIAGO,8.2511,124.2444,2014,5,1
30,SANTO ROSARIO,8.2436,124.2525,2014,5,0
31,SARAY-TIBANGA,8.2349,124.2371,2014,5,0
32,SUAREZ,8.1914,124.2173,2014,5,1
33,TAMBACAN,8.2236,124.2347,2014,5,6
34,TIBANGA,8.2402,124.2415,2014,5,2
35,TIPANOY,8.1902,124.2634,2014,5,1
36,TOMINOBO PROPER,8.2104,124.2221,2014,5,1
37,TOMINOBO UPPER,8.1688,124.2251,2014,5,0
38,TUBOD,8.2117,124.2394,2014,5,0
39,UBALDO LAYA,8.224,124.2449,2014,5,1
40,UPPER HINAPLANON,8.2559,124.2689,2014,5,0
41,VILLA VERDE,8.2331,124.2437,2014,5,1
0,ABUNO,8.1846,124.2571,2014,6,0
1,ACMAC,8.274,124.2649,2014,6,0
2,BAGONG SILANG,8.2418,124.252,2014,6,2
3,BONBONON,8.2667,124.2902,2014,6,0
4,BUNAWAN,8.3023,124.3028,2014,6,0
5,BURU-UN,8.1872,124.1688,2014,6,0
6,DALIPUGA,8.3074,124.255,2014,6,1
7,DEL CARMEN,8.2322,124.2578,2014,6,1
8,DIGKILAAN,8.2492,124.3178,2014,6,0
9,DITUCALAN,8.1751,124.1927,2014,6,0
10,HINAPLANON,8.2467,124.2592,2014,6,0
11,HINDANG,8.3177,124.3457,2014,6,1
12,KABACSANAN,8.2815,124.3088,2014,6,0
13,KIWALAN,8.2801,124.2668,2014,6,0
14,LANIPAO,8.2266,124.3412,2014,6,0
15,LUINAB,8.2472,124.2681,2014,6,5
16,MAHAYAHAY,8.2219,124.2406,2014,6,3
17,MAINIT,8.2976,124.3876,2014,6,0
18,MANDULOG,8.2442,124.3057,2014,6,0
19,MARIA CRISTINA,8.1989,124.1936,2014,6,0
20,PALAO,8.2286,124.2532,2014,6,2
21,PANOROGANAN,8.1743,124.425,2014,6,0
22,POBLACION,8.2292,124.2344,2014,6,0
23,PUGA-AN,8.2122,124.2742,2014,6,1
24,ROGONGON,8.2395,124.4115,2014,6,0
25,SAN MIGUEL,8.2387,124.2479,2014,6,5
26,SAN ROQUE,8.2578,124.2619,2014,6,0
27,SANTA ELENA,8.1948,124.2273,2014,6,2
28,SANTA FILOMENA,8.2681,124.2593,2014,6,0
29,SANTIAGO,8.2511,124.2444,2014,6,0
30,SANTO ROSARIO,8.2436,124.2525,2014,6,0
31,SARAY-TIBANGA,8.2349,124.2371,2014,6,0
32,SUAREZ,8.1914,124.2173,2014,6,4
33,TAMBACAN,8.2236,124.2347,2014,6,4
34,TIBANGA,8.2402,124.2415,2014,6,4
35,TIPANOY,8.1902,124.2634,2014,6,5
36,TOMINOBO PROPER,8.2104,124.2221,2014,6,0
37,TOMINOBO UPPER,8.1688,124.2251,2014,6,0
38,TUBOD,8.2117,124.2394,2014,6,7
39,UBALDO LAYA,8.224,124.2449,2014,6,2
40,UPPER HINAPLANON,8.2559,124.2689,2014,6,0
41,VILLA VERDE,8.2331,124.2437,2014,6,1
0,ABUNO,8.1846,124.2571,2014,7,1
1,ACMAC,8.274,124.2649,2014,7,2
2,BAGONG SILANG,8.2418,124.252,2014,7,0
3,BONBONON,8.2667,124.2902,2014,7,0
4,BUNAWAN,8.3023,124.3028,2014,7,0
5,BURU-UN,8.1872,124.1688,2014,7,2
6,DALIPUGA,8.3074,124.255,2014,7,1
7,DEL CARMEN,8.2322,124.2578,2014,7,1
8,DIGKILAAN,8.2492,124.3178,2014,7,1
9,DITUCALAN,8.1751,124.1927,2014,7,0
10,HINAPLANON,8.2467,124.2592,2014,7,1
11,HINDANG,8.3177,124.3457,2014,7,0
12,KABACSANAN,8.2815,124.3088,2014,7,0
13,KIWALAN,8.2801,124.2668,2014,7,0
14,LANIPAO,8.2266,124.3412,2014,7,0
15,LUINAB,8.2472,124.2681,2014,7,5
16,MAHAYAHAY,8.2219,124.2406,2014,7,4
17,MAINIT,8.2976,124.3876,2014,7,0
18,MANDULOG,8.2442,124.3057,2014,7,0
19,MARIA CRISTINA,8.1989,124.1936,2014,7,0
20,PALAO,8.2286,124.2532,2014,7,3
21,PANOROGANAN,8.1743,124.425,2014,7,0
22,POBLACION,8.2292,124.2344,2014,7,4
23,PUGA-AN,8.2122,124.2742,2014,7,0
24,ROGONGON,8.2395,124.4115,2014,7,0
25,SAN MIGUEL,8.2387,124.2479,2014,7,3
26,SAN ROQUE,8.2578,124.2619,2014,7,0
27,SANTA ELENA,8.1948,124.2273,2014,7,1
28,SANTA FILOMENA,8.2681,124.2593,2014,7,1
29,SANTIAGO,8.2511,124.2444,2014,7,1
30,SANTO ROSARIO,8.2436,124.2525,2014,7,0
31,SARAY-TIBANGA,8.2349,124.2371,2014,7,1
32,SUAREZ,8.1914,124.2173,2014,7,2
33,TAMBACAN,8.2236,124.2347,2014,7,4
34,TIBANGA,8.2402,124.2415,2014,7,5
35,TIPANOY,8.1902,124.2634,2014,7,1
36,TOMINOBO PROPER,8.2104,124.2221,2014,7,3
37,TOMINOBO UPPER,8.1688,124.2251,2014,7,0
38,TUBOD,8.2117,124.2394,2014,7,15
39,UBALDO LAYA,8.224,124.2449,2014,7,5
40,UPPER HINAPLANON,8.2559,124.2689,2014,7,0
41,VILLA VERDE,8.2331,124.2437,2014,7,0
0,ABUNO,8.1846,124.2571,2014,8,1
1,ACMAC,8.274,124.2649,2014,8,7
2,BAGONG SILANG,8.2418,124.252,2014,8,2
3,BONBONON,8.2667,124.2902,2014,8,0
4,BUNAWAN,8.3023,124.3028,2014,8,0
5,BURU-UN,8.1872,124.1688,2014,8,1
6,DALIPUGA,8.3074,124.255,2014,8,3
7,DEL CARMEN,8.2322,124.2578,2014,8,1
8,DIGKILAAN,8.2492,124.3178,2014,8,1
9,DITUCALAN,8.1751,124.1927,2014,8,0
10,HINAPLANON,8.2467,124.2592,2014,8,4
11,HINDANG,8.3177,124.3457,2014,8,0
12,KABACSANAN,8.2815,124.3088,2014,8,0
13,KIWALAN,8.2801,124.2668,2014,8,2
14,LANIPAO,8.2266,124.3412,2014,8,0
15,LUINAB,8.2472,124.2681,2014,8,7
16,MAHAYAHAY,8.2219,124.2406,2014,8,3
17,MAINIT,8.2976,124.3876,2014,8,0
18,MANDULOG,8.2442,124.3057,2014,8,0
19,MARIA CRISTINA,8.1989,124.1936,2014,8,5
20,PALAO,8.2286,124.2532,2014,8,6
21,PANOROGANAN,8.1743,124.425,2014,8,0
22,POBLACION,8.2292,124.2344,2014,8,10
23,PUGA-AN,8.2122,124.2742,2014,8,1
24,ROGONGON,8.2395,124.4115,2014,8,0
25,SAN MIGUEL,8.2387,124.2479,2014,8,4
26,SAN ROQUE,8.2578,124.2619,2014,8,1
27,SANTA ELENA,8.1948,124.2273,2014,8,3
28,SANTA FILOMENA,8.2681,124.2593,2014,8,1
29,SANTIAGO,8.2511,124.2444,2014,8,3
30,SANTO ROSARIO,8.2436,124.2525,2014,8,0
31,SARAY-TIBANGA,8.2349,124.2371,2014,8,2
32,SUAREZ,8.1914,124.2173,2014,8,2
33,TAMBACAN,8.2236,124.2347,2014,8,3
34,TIBANGA,8.2402,124.2415,2014,8,4
35,TIPANOY,8.1902,124.2634,2014,8,7
36,TOMINOBO PROPER,8.2104,124.2221,2014,8,1
37,TOMINOBO UPPER,8.1688,124.2251,2014,8,0
38,TUBOD,8.2117,124.2394,2014,8,14
39,UBALDO LAYA,8.224,124.2449,2014,8,3
40,UPPER HINAPLANON,8.2559,124.2689,2014,8,1
41,VILLA VERDE,8.2331,124.2437,2014,8,1
0,ABUNO,8.1846,124.2571,2014,9,0
1,ACMAC,8.274,124.2649,2014,9,1
2,BAGONG SILANG,8.2418,124.252,2014,9,1
3,BONBONON,8.2667,124.2902,2014,9,0
4,BUNAWAN,8.3023,124.3028,2014,9,0
5,BURU-UN,8.1872,124.1688,2014,9,3
6,DALIPUGA,8.3074,124.255,2014,9,2
7,DEL CARMEN,8.2322,124.2578,2014,9,1
8,DIGKILAAN,8.2492,124.3178,2014,9,0
9,DITUCALAN,8.1751,124.1927,2014,9,0
10,HINAPLANON,8.2467,124.2592,2014,9,1
11,HINDANG,8.3177,124.3457,2014,9,0
12,KABACSANAN,8.2815,124.3088,2014,9,0
13,KIWALAN,8.2801,124.2668,2014,9,0
14,LANIPAO,8.2266,124.3412,2014,9,0
15,LUINAB,8.2472,124.2681,2014,9,0
16,MAHAYAHAY,8.2219,124.2406,2014,9,0
17,MAINIT,8.2976,124.3876,2014,9,0
18,MANDULOG,8.2442,124.3057,2014,9,0
19,MARIA CRISTINA,8.1989,124.1936,2014,9,1
20,PALAO,8.2286,124.2532,2014,9,6
21,PANOROGANAN,8.1743,124.425,2014,9,0
22,POBLACION,8.2292,124.2344,2014,9,4
23,PUGA-AN,8.2122,124.2742,2014,9,2
24,ROGONGON,8.2395,124.4115,2014,9,0
25,SAN MIGUEL,8.2387,124.2479,2014,9,2
26,SAN ROQUE,8.2578,124.2619,2014,9,1
27,SANTA ELENA,8.1948,124.2273,2014,9,2
28,SANTA FILOMENA,8.2681,124.2593,2014,9,0
29,SANTIAGO,8.2511,124.2444,2014,9,2
30,SANTO ROSARIO,8.2436,124.2525,2014,9,0
31,SARAY-TIBANGA,8.2349,124.2371,2014,9,0
32,SUAREZ,8.1914,124.2173,2014,9,6
33,TAMBACAN,8.2236,124.2347,2014,9,2
34,TIBANGA,8.2402,124.2415,2014,9,2
35,TIPANOY,8.1902,124.2634,2014,9,1
36,TOMINOBO PROPER,8.2104,124.2221,2014,9,1
37,TOMINOBO UPPER,8.1688,124.2251,2014,9,0
38,TUBOD,8.2117,124.2394,2014,9,13
39,UBALDO LAYA,8.224,124.2449,2014,9,3
40,UPPER HINAPLANON,8.2559,124.2689,2014,9,0
41,VILLA VERDE,8.2331,124.2437,2014,9,3
0,ABUNO,8.1846,124.2571,2014,10,0
1,ACMAC,8.274,124.2649,2014,10,3
2,BAGONG SILANG,8.2418,124.252,2014,10,0
3,BONBONON,8.2667,124.2902,2014,10,0
4,BUNAWAN,8.3023,124.3028,2014,10,0
5,BURU-UN,8.1872,124.1688,2014,10,7
6,DALIPUGA,8.3074,124.255,2014,10,4
7,DEL CARMEN,8.2322,124.2578,2014,10,1
8,DIGKILAAN,8.2492,124.3178,2014,10,0
9,DITUCALAN,8.1751,124.1927,2014,10,0
10,HINAPLANON,8.2467,124.2592,2014,10,4
11,HINDANG,8.3177,124.3457,2014,10,0
12,KABACSANAN,8.2815,124.3088,2014,10,0
13,KIWALAN,8.2801,124.2668,2014,10,1
14,LANIPAO,8.2266,124.3412,2014,10,0
15,LUINAB,8.2472,124.2681,2014,10,2
16,MAHAYAHAY,8.2219,124.2406,2014,10,2
17,MAINIT,8.2976,124.3876,2014,10,0
18,MANDULOG,8.2442,124.3057,2014,10,0
19,MARIA CRISTINA,8.1989,124.1936,2014,10,1
20,PALAO,8.2286,124.2532,2014,10,8
21,PANOROGANAN,8.1743,124.425,2014,10,0
22,POBLACION,8.2292,124.2344,2014,10,7
23,PUGA-AN,8.2122,124.2742,2014,10,0
24,ROGONGON,8.2395,124.4115,2014,10,1
25,SAN MIGUEL,8.2387,124.2479,2014,10,3
26,SAN ROQUE,8.2578,124.2619,2014,10,0
27,SANTA ELENA,8.1948,124.2273,2014,10,4
28,SANTA FILOMENA,8.2681,124.2593,2014,10,2
29,SANTIAGO,8.2511,124.2444,2014,10,2
30,SANTO ROSARIO,8.2436,124.2525,2014,10,0
31,SARAY-TIBANGA,8.2349,124.2371,2014,10,1
32,SUAREZ,8.1914,124.2173,2014,10,10
33,TAMBACAN,8.2236,124.2347,2014,10,0
34,TIBANGA,8.2402,124.2415,2014,10,3
35,TIPANOY,8.1902,124.2634,2014,10,3
36,TOMINOBO PROPER,8.2104,124.2221,2014,10,1
37,TOMINOBO UPPER,8.1688,124.2251,2014,10,0
38,TUBOD,8.2117,124.2394,2014,10,10
39,UBALDO LAYA,8.224,124.2449,2014,10,5
40,UPPER HINAPLANON,8.2559,124.2689,2014,10,0
41,VILLA VERDE,8.2331,124.2437,2014,10,3
0,ABUNO,8.1846,124.2571,2014,11,2
1,ACMAC,8.274,124.2649,2014,11,1
2,BAGONG SILANG,8.2418,124.252,2014,11,0
3,BONBONON,8.2667,124.2902,2014,11,1
4,BUNAWAN,8.3023,124.3028,2014,11,0
5,BURU-UN,8.1872,124.1688,2014,11,2
6,DALIPUGA,8.3074,124.255,2014,11,5
7,DEL CARMEN,8.2322,124.2578,2014,11,1
8,DIGKILAAN,8.2492,124.3178,2014,11,0
9,DITUCALAN,8.1751,124.1927,2014,11,2
10,HINAPLANON,8.2467,124.2592,2014,11,0
11,HINDANG,8.3177,124.3457,2014,11,0
12,KABACSANAN,8.2815,124.3088,2014,11,0
13,KIWALAN,8.2801,124.2668,2014,11,2
14,LANIPAO,8.2266,124.3412,2014,11,0
15,LUINAB,8.2472,124.2681,2014,11,2
16,MAHAYAHAY,8.2219,124.2406,2014,11,4
17,MAINIT,8.2976,124.3876,2014,11,0
18,MANDULOG,8.2442,124.3057,2014,11,0
19,MARIA CRISTINA,8.1989,124.1936,2014,11,2
20,PALAO,8.2286,124.2532,2014,11,5
21,PANOROGANAN,8.1743,124.425,2014,11,0
22,POBLACION,8.2292,124.2344,2014,11,8
23,PUGA-AN,8.2122,124.2742,2014,11,1
24,ROGONGON,8.2395,124.4115,2014,11,0
25,SAN MIGUEL,8.2387,124.2479,2014,11,1
26,SAN ROQUE,8.2578,124.2619,2014,11,0
27,SANTA ELENA,8.1948,124.2273,2014,11,0
28,SANTA FILOMENA,8.2681,124.2593,2014,11,2
29,SANTIAGO,8.2511,124.2444,2014,11,2
30,SANTO ROSARIO,8.2436,124.2525,2014,11,0
31,SARAY-TIBANGA,8.2349,124.2371,2014,11,0
32,SUAREZ,8.1914,124.2173,2014,11,4
33,TAMBACAN,8.2236,124.2347,2014,11,2
34,TIBANGA,8.2402,124.2415,2014,11,1
35,TIPANOY,8.1902,124.2634,2014,11,2
36,TOMINOBO PROPER,8.2104,124.2221,2014,11,2
37,TOMINOBO UPPER,8.1688,124.2251,2014,11,0
38,TUBOD,8.2117,124.2394,2014,11,7
39,UBALDO LAYA,8.224,124.2449,2014,11,2
40,UPPER HINAPLANON,8.2559,124.2689,2014,11,0
41,VILLA VERDE,8.2331,124.2437,2014,11,0
0,ABUNO,8.1846,124.2571,2014,12,0
1,ACMAC,8.274,124.2649,2014,12,2
2,BAGONG SILANG,8.2418,124.252,2014,12,0
3,BONBONON,8.2667,124.2902,2014,12,0
4,BUNAWAN,8.3023,124.3028,2014,12,0
5,BURU-UN,8.1872,124.1688,2014,12,1
6,DALIPUGA,8.3074,124.255,2014,12,0
7,DEL CARMEN,8.2322,124.2578,2014,12,0
8,DIGKILAAN,8.2492,124.3178,2014,12,0
9,DITUCALAN,8.1751,124.1927,2014,12,1
10,HINAPLANON,8.2467,124.2592,2014,12,0
11,HINDANG,8.3177,124.3457,2014,12,0
12,KABACSANAN,8.2815,124.3088,2014,12,0
13,KIWALAN,8.2801,124.2668,2014,12,1
14,LANIPAO,8.2266,124.3412,2014,12,0
15,LUINAB,8.2472,124.2681,2014,12,1
16,MAHAYAHAY,8.2219,124.2406,2014,12,2
17,MAINIT,8.2976,124.3876,2014,12,0
18,MANDULOG,8.2442,124.3057,2014,12,0
19,MARIA CRISTINA,8.1989,124.1936,2014,12,1
20,PALAO,8.2286,124.2532,2014,12,1
21,PANOROGANAN,8.1743,124.425,2014,12,0
22,POBLACION,8.2292,124.2344,2014,12,3
23,PUGA-AN,8.2122,124.2742,2014,12,0
24,ROGONGON,8.2395,124.4115,2014,12,0
25,SAN MIGUEL,8.2387,124.2479,2014,12,1
26,SAN ROQUE,8.2578,124.2619,2014,12,0
27,SANTA ELENA,8.1948,124.2273,2014,12,0
28,SANTA FILOMENA,8.2681,124.2593,2014,12,0
29,SANTIAGO,8.2511,124.2444,2014,12,3
30,SANTO ROSARIO,8.2436,124.2525,2014,12,1
31,SARAY-TIBANGA,8.2349,124.2371,2014,12,0
32,SUAREZ,8.1914,124.2173,2014,12,4
33,TAMBACAN,8.2236,124.2347,2014,12,2
34,TIBANGA,8.2402,124.2415,2014,12,1
35,TIPANOY,8.1902,124.2634,2014,12,1
36,TOMINOBO PROPER,8.2104,124.2221,2014,12,0
37,TOMINOBO UPPER,8.1688,124.2251,2014,12,2
38,TUBOD,8.2117,124.2394,2014,12,9
39,UBALDO LAYA,8.224,124.2449,2014,12,1
40,UPPER HINAPLANON,8.2559,124.2689,2014,12,0
41,VILLA VERDE,8.2331,124.2437,2014,12,0
0,ABUNO,8.1846,124.2571,2015,1,3
1,ACMAC,8.274,124.2649,2015,1,1
2,BAGONG SILANG,8.2418,124.252,2015,1,1
3,BONBONON,8.2667,124.2902,2015,1,0
4,BUNAWAN,8.3023,124.3028,2015,1,0
5,BURU-UN,8.1872,124.1688,2015,1,1
6,DALIPUGA,8.3074,124.255,2015,1,0
7,DEL CARMEN,8.2322,124.2578,2015,1,0
8,DIGKILAAN,8.2492,124.3178,2015,1,0
9,DITUCALAN,8.1751,124.1927,2015,1,0
10,HINAPLANON,8.2467,124.2592,2015,1,2
11,HINDANG,8.3177,124.3457,2015,1,0
12,KABACSANAN,8.2815,124.3088,2015,1,0
13,KIWALAN,8.2801,124.2668,2015,1,2
14,LANIPAO,8.2266,124.3412,2015,1,0
15,LUINAB,8.2472,124.2681,2015,1,2
16,MAHAYAHAY,8.2219,124.2406,2015,1,0
17,MAINIT,8.2976,124.3876,2015,1,0
18,MANDULOG,8.2442,124.3057,2015,1,0
19,MARIA CRISTINA,8.1989,124.1936,2015,1,0
20,PALAO,8.2286,124.2532,2015,1,5
21,PANOROGANAN,8.1743,124.425,2015,1,0
22,POBLACION,8.2292,124.2344,2015,1,10
23,PUGA-AN,8.2122,124.2742,2015,1,0
24,ROGONGON,8.2395,124.4115,2015,1,0
25,SAN MIGUEL,8.2387,124.2479,2015,1,2
26,SAN ROQUE,8.2578,124.2619,2015,1,0
27,SANTA ELENA,8.1948,124.2273,2015,1,1
28,SANTA FILOMENA,8.2681,124.2593,2015,1,0
29,SANTIAGO,8.2511,124.2444,2015,1,0
30,SANTO ROSARIO,8.2436,124.2525,2015,1,0
31,SARAY-TIBANGA,8.2349,124.2371,2015,1,1
32,SUAREZ,8.1914,124.2173,2015,1,9
33,TAMBACAN,8.2236,124.2347,2015,1,2
34,TIBANGA,8.2402,124.2415,2015,1,6
35,TIPANOY,8.1902,124.2634,2015,1,3
36,TOMINOBO PROPER,8.2104,124.2221,2015,1,0
37,TOMINOBO UPPER,8.1688,124.2251,2015,1,5
38,TUBOD,8.2117,124.2394,2015,1,7
39,UBALDO LAYA,8.224,124.2449,2015,1,0
40,UPPER HINAPLANON,8.2559,124.2689,2015,1,0
41,VILLA VERDE,8.2331,124.2437,2015,1,3
0,ABUNO,8.1846,124.2571,2015,2,3
1,ACMAC,8.274,124.2649,2015,2,2
2,BAGONG SILANG,8.2418,124.252,2015,2,0
3,BONBONON,8.2667,124.2902,2015,2,0
4,BUNAWAN,8.3023,124.3028,2015,2,0
5,BURU-UN,8.1872,124.1688,2015,2,3
6,DALIPUGA,8.3074,124.255,2015,2,3
7,DEL CARMEN,8.2322,124.2578,2015,2,0
8,DIGKILAAN,8.2492,124.3178,2015,2,1
9,DITUCALAN,8.1751,124.1927,2015,2,0
10,HINAPLANON,8.2467,124.2592,2015,2,4
11,HINDANG,8.3177,124.3457,2015,2,0
12,KABACSANAN,8.2815,124.3088,2015,2,0
13,KIWALAN,8.2801,124.2668,2015,2,0
14,LANIPAO,8.2266,124.3412,2015,2,0
15,LUINAB,8.2472,124.2681,2015,2,7
16,MAHAYAHAY,8.2219,124.2406,2015,2,0
17,MAINIT,8.2976,124.3876,2015,2,0
18,MANDULOG,8.2442,124.3057,2015,2,0
19,MARIA CRISTINA,8.1989,124.1936,2015,2,0
20,PALAO,8.2286,124.2532,2015,2,5
21,PANOROGANAN,8.1743,124.425,2015,2,0
22,POBLACION,8.2292,124.2344,2015,2,0
23,PUGA-AN,8.2122,124.2742,2015,2,0
24,ROGONGON,8.2395,124.4115,2015,2,0
25,SAN MIGUEL,8.2387,124.2479,2015,2,6
26,SAN ROQUE,8.2578,124.2619,2015,2,0
27,SANTA ELENA,8.1948,124.2273,2015,2,0
28,SANTA FILOMENA,8.2681,124.2593,2015,2,0
29,SANTIAGO,8.2511,124.2444,2015,2,0
30,SANTO ROSARIO,8.2436,124.2525,2015,2,0
31,SARAY-TIBANGA,8.2349,124.2371,2015,2,3
32,SUAREZ,8.1914,124.2173,2015,2,6
33,TAMBACAN,8.2236,124.2347,2015,2,11
34,TIBANGA,8.2402,124.2415,2015,2,4
35,TIPANOY,8.1902,124.2634,2015,2,1
36,TOMINOBO PROPER,8.2104,124.2221,2015,2,0
37,TOMINOBO UPPER,8.1688,124.2251,2015,2,0
38,TUBOD,8.2117,124.2394,2015,2,3
39,UBALDO LAYA,8.224,124.2449,2015,2,1
40,UPPER HINAPLANON,8.2559,124.2689,2015,2,1
41,VILLA VERDE,8.2331,124.2437,2015,2,1
0,ABUNO,8.1846,124.2571,2015,3,0
1,ACMAC,8.274,124.2649,2015,3,0
2,BAGONG SILANG,8.2418,124.252,2015,3,3
